id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
30405;M3;2011;Middle East;Blue;Electric;Automatic;19;148597;45577;8740;High
30406;X1;2021;South America;Black;Hybrid;Automatic;25;73883;37265;744;Low
30407;X3;2011;Middle East;Black;Diesel;Automatic;34;178613;83683;6015;Low
30408;M5;2015;Asia;Grey;Hybrid;Automatic;31;97580;72870;3103;Low
30409;M3;2016;Middle East;Silver;Petrol;Automatic;27;138666;72919;4269;Low
30410;3 Series;2013;Asia;Grey;Hybrid;Automatic;32;75168;102450;9609;High
30411;i3;2010;North America;Silver;Hybrid;Manual;41;151409;81601;2356;Low
30412;i3;2015;Africa;Silver;Petrol;Manual;31;105100;48339;3869;Low
30413;M3;2016;Asia;White;Diesel;Automatic;33;56104;116497;5392;Low
30414;i8;2013;North America;Blue;Hybrid;Automatic;40;197112;75973;9313;High
30415;3 Series;2015;Europe;Blue;Diesel;Manual;44;185784;111217;7653;High
30416;7 Series;2018;North America;Black;Hybrid;Manual;33;12026;45030;3187;Low
30417;M3;2013;Asia;Red;Electric;Manual;48;138476;69981;9754;High
30418;i8;2021;North America;Grey;Diesel;Manual;27;173700;75958;3700;Low
30419;X1;2024;Middle East;Silver;Diesel;Manual;24;141539;116109;2787;Low
30420;3 Series;2023;North America;Grey;Hybrid;Automatic;39;142567;92381;8648;High
30421;7 Series;2019;Asia;Grey;Diesel;Manual;21;88071;85060;5135;Low
30422;M3;2013;Middle East;White;Electric;Manual;46;139563;75991;6698;Low
30423;X3;2019;Europe;Grey;Diesel;Manual;29;52650;68305;1429;Low
30424;M5;2021;Asia;Black;Electric;Manual;39;120680;93799;8402;High
30425;M3;2014;South America;White;Electric;Automatic;35;26960;88808;7522;High
30426;M3;2012;Asia;Black;Hybrid;Automatic;17;59523;84644;5884;Low
30427;7 Series;2019;North America;Black;Petrol;Automatic;40;153618;66420;7133;High
30428;X5;2011;Africa;Red;Petrol;Manual;43;183485;66767;7916;High
30429;X6;2024;Africa;Blue;Petrol;Manual;49;131065;48003;5705;Low
30430;3 Series;2018;Europe;Red;Hybrid;Automatic;30;87632;66351;1597;Low
30431;X3;2022;Middle East;White;Electric;Automatic;33;69976;94371;814;Low
30432;i8;2010;Africa;Grey;Diesel;Manual;46;98948;108159;3440;Low
30433;7 Series;2014;Asia;Grey;Diesel;Automatic;24;85619;64173;4924;Low
30434;i3;2014;Europe;Grey;Electric;Automatic;22;24912;114014;7072;High
30435;7 Series;2017;Middle East;White;Petrol;Manual;20;117817;97740;2759;Low
30436;X6;2015;Asia;Black;Electric;Automatic;49;181327;69455;7516;High
30437;X1;2015;South America;Blue;Diesel;Manual;24;71621;98036;7030;High
30438;X3;2015;Middle East;Grey;Electric;Manual;42;194277;39860;1718;Low
30439;3 Series;2013;Europe;Blue;Petrol;Automatic;31;27878;80244;5924;Low
30440;M3;2024;Asia;Red;Petrol;Manual;23;141046;94499;7584;High
30441;3 Series;2010;Middle East;Red;Petrol;Automatic;47;194797;58067;5587;Low
30442;i3;2012;Middle East;White;Hybrid;Manual;31;169589;112767;8785;High
30443;5 Series;2022;Middle East;Black;Diesel;Manual;35;141314;84078;6956;Low
30444;M3;2022;North America;White;Diesel;Manual;23;107281;89102;6106;Low
30445;M3;2024;North America;White;Hybrid;Automatic;26;165485;47715;5461;Low
30446;X1;2019;South America;Red;Diesel;Manual;41;197254;85165;1276;Low
30447;i3;2021;Middle East;Silver;Hybrid;Automatic;27;36142;42100;6678;Low
30448;3 Series;2020;Asia;Silver;Electric;Automatic;33;123534;75788;2623;Low
30449;5 Series;2015;Asia;Grey;Diesel;Manual;19;56164;35149;5312;Low
30450;M5;2014;South America;Blue;Electric;Manual;45;103997;114645;4246;Low
30451;i8;2019;North America;White;Diesel;Automatic;41;181325;43536;9295;High
30452;i8;2010;Africa;Black;Hybrid;Manual;42;143894;85347;3535;Low
30453;i3;2014;Africa;White;Hybrid;Manual;21;195065;97015;5403;Low
30454;X3;2011;Africa;Red;Electric;Manual;32;188048;69206;9789;High
30455;i3;2010;North America;Silver;Diesel;Automatic;16;96533;99386;5237;Low
30456;M5;2013;North America;Grey;Electric;Manual;26;24855;88978;7336;High
30457;M3;2015;Africa;Grey;Hybrid;Manual;27;17562;37699;6519;Low
30458;5 Series;2016;South America;White;Hybrid;Automatic;47;46096;92258;2831;Low
30459;X6;2018;South America;White;Petrol;Automatic;50;9878;75613;5907;Low
30460;X3;2014;Asia;Grey;Diesel;Manual;37;39296;34915;9671;High
30461;M3;2017;Asia;Silver;Electric;Manual;33;158385;49868;4258;Low
30462;i3;2017;Asia;Black;Petrol;Automatic;30;122686;103246;8179;High
30463;7 Series;2020;Asia;Silver;Petrol;Automatic;16;189233;36517;3833;Low
30464;X3;2018;Europe;White;Hybrid;Manual;43;192505;51080;8267;High
30465;5 Series;2012;Africa;Black;Hybrid;Manual;39;97633;73762;7846;High
30466;5 Series;2012;Middle East;White;Petrol;Manual;38;15724;48176;9774;High
30467;X5;2018;North America;Blue;Diesel;Manual;43;153470;67509;187;Low
30468;M5;2016;Europe;Red;Petrol;Automatic;47;37997;48704;4043;Low
30469;M5;2024;Asia;Black;Electric;Automatic;29;167889;41387;6867;Low
30470;X5;2013;Asia;Blue;Electric;Manual;30;37687;74552;5125;Low
30471;5 Series;2024;South America;Black;Hybrid;Manual;49;43971;89255;582;Low
30472;7 Series;2010;South America;Grey;Diesel;Manual;38;188374;63856;4202;Low
30473;X3;2016;Asia;Grey;Electric;Automatic;45;26666;118058;6211;Low
30474;i8;2019;Europe;Red;Petrol;Automatic;23;8851;56000;8313;High
30475;7 Series;2015;Europe;Blue;Hybrid;Manual;26;105173;56935;332;Low
30476;X6;2012;Asia;Red;Diesel;Manual;29;141067;57775;8888;High
30477;X3;2023;Europe;Grey;Electric;Manual;26;123756;71969;6659;Low
30478;3 Series;2014;Europe;Black;Diesel;Automatic;46;148706;116938;4660;Low
30479;M5;2012;Africa;Grey;Hybrid;Automatic;33;123609;37474;2896;Low
30480;5 Series;2017;South America;White;Petrol;Automatic;48;48572;40309;4794;Low
30481;5 Series;2014;Asia;Grey;Petrol;Manual;26;153835;58307;2523;Low
30482;5 Series;2019;Middle East;Grey;Electric;Manual;16;109779;60197;5822;Low
30483;5 Series;2019;Asia;White;Electric;Manual;20;190027;45953;8416;High
30484;7 Series;2015;South America;Black;Hybrid;Manual;23;106238;34557;1726;Low
30485;X5;2011;Middle East;Silver;Electric;Automatic;37;160956;54862;6916;Low
30486;X5;2017;Europe;Red;Diesel;Manual;21;164192;61121;657;Low
30487;M3;2018;South America;Blue;Petrol;Manual;28;131708;59938;112;Low
30488;5 Series;2012;North America;Silver;Electric;Manual;43;29911;108353;2614;Low
30489;X5;2022;North America;Grey;Hybrid;Manual;19;94615;107670;8172;High
30490;X3;2024;Middle East;Black;Petrol;Automatic;18;88797;92242;6021;Low
30491;7 Series;2015;Europe;Red;Hybrid;Automatic;34;61636;98226;8753;High
30492;i8;2015;Asia;Grey;Petrol;Automatic;39;130951;66124;244;Low
30493;7 Series;2011;Europe;White;Electric;Manual;47;8782;77142;3732;Low
30494;M5;2019;Middle East;White;Electric;Automatic;38;55724;99945;2959;Low
30495;X6;2017;Europe;White;Electric;Automatic;48;148404;64280;6347;Low
30496;i8;2014;North America;White;Electric;Automatic;24;142070;31492;3206;Low
30497;i3;2020;North America;Grey;Diesel;Automatic;27;6419;72471;918;Low
30498;5 Series;2020;Europe;Blue;Electric;Automatic;44;67406;108317;1293;Low
30499;X1;2017;North America;Red;Electric;Automatic;43;120533;79207;8595;High
30500;M3;2023;Asia;Black;Hybrid;Automatic;38;105695;103078;7240;High
30501;X5;2022;Africa;Black;Petrol;Manual;33;100933;36457;1031;Low
30502;X6;2023;Middle East;Silver;Diesel;Manual;16;52581;99251;7400;High
30503;X5;2017;North America;Grey;Petrol;Automatic;25;146798;108904;8850;High
30504;i8;2024;North America;Black;Electric;Manual;21;29600;99476;5924;Low
30505;M3;2021;North America;Silver;Petrol;Automatic;17;77244;47984;5337;Low
30506;i8;2012;Africa;Grey;Electric;Automatic;42;19082;51742;499;Low
30507;X1;2014;Europe;Blue;Petrol;Automatic;20;174555;44739;8335;High
30508;5 Series;2016;Africa;Silver;Electric;Automatic;28;195888;103737;1004;Low
30509;X3;2014;South America;Grey;Electric;Automatic;49;48194;98115;3787;Low
30510;5 Series;2015;Africa;White;Diesel;Automatic;29;124572;95892;5427;Low
30511;X1;2011;North America;Blue;Electric;Automatic;20;192887;118276;9799;High
30512;7 Series;2017;North America;Black;Electric;Manual;39;167946;90012;5396;Low
30513;i8;2014;Middle East;White;Petrol;Manual;43;167675;61187;449;Low
30514;3 Series;2015;Asia;Black;Hybrid;Manual;25;163180;49964;1548;Low
30515;M3;2010;Africa;Blue;Electric;Automatic;43;36534;97495;2507;Low
30516;i8;2019;Asia;White;Petrol;Manual;25;132714;106389;4844;Low
30517;5 Series;2011;Middle East;Grey;Diesel;Manual;39;145539;62306;8064;High
30518;X6;2020;Middle East;Red;Electric;Manual;19;190751;106920;9552;High
30519;X3;2013;North America;Blue;Diesel;Manual;30;151987;70703;4493;Low
30520;3 Series;2020;Africa;Silver;Diesel;Automatic;33;182077;59951;2355;Low
30521;M3;2018;Africa;Black;Hybrid;Manual;40;113704;53707;2120;Low
30522;X6;2015;Asia;Black;Diesel;Manual;38;154833;60030;7787;High
30523;X6;2017;South America;Grey;Hybrid;Manual;45;153488;106251;3610;Low
30524;X1;2011;Middle East;Red;Petrol;Automatic;21;77444;58444;8851;High
30525;i8;2019;Middle East;Red;Petrol;Automatic;38;77127;82544;1693;Low
30526;X1;2024;Africa;Black;Hybrid;Automatic;19;6140;96419;725;Low
30527;7 Series;2014;South America;Silver;Diesel;Manual;32;99709;63657;9035;High
30528;i3;2021;Africa;Red;Petrol;Manual;33;190183;100424;9409;High
30529;i3;2021;North America;Grey;Electric;Manual;16;76525;114666;4230;Low
30530;5 Series;2022;South America;Red;Diesel;Automatic;17;62788;71339;5212;Low
30531;M5;2010;South America;White;Petrol;Manual;44;177232;41591;1964;Low
30532;3 Series;2013;Europe;White;Hybrid;Automatic;25;181734;54962;8803;High
30533;M3;2019;Africa;Silver;Diesel;Automatic;27;96294;104952;392;Low
30534;3 Series;2010;South America;Silver;Electric;Manual;37;190185;38298;1157;Low
30535;X6;2020;Asia;White;Electric;Manual;23;99290;113813;5876;Low
30536;X5;2020;Middle East;Red;Petrol;Automatic;22;18207;36808;5715;Low
30537;X5;2018;Africa;White;Electric;Automatic;30;172934;106315;4229;Low
30538;3 Series;2011;Middle East;Blue;Electric;Manual;17;51029;34602;105;Low
30539;3 Series;2016;North America;Blue;Electric;Automatic;47;104625;83292;7493;High
30540;5 Series;2012;North America;Grey;Diesel;Automatic;48;83031;64467;1278;Low
30541;3 Series;2023;Middle East;Black;Hybrid;Automatic;31;176042;46016;4363;Low
30542;3 Series;2011;South America;Silver;Diesel;Manual;22;24208;108874;9045;High
30543;M5;2022;North America;White;Hybrid;Automatic;31;134598;106947;5546;Low
30544;i3;2013;Middle East;Black;Diesel;Automatic;18;72175;95387;7395;High
30545;7 Series;2016;Middle East;White;Electric;Automatic;29;42448;81006;4051;Low
30546;i3;2016;Asia;Grey;Diesel;Manual;18;133395;108991;5778;Low
30547;i8;2018;Europe;Red;Diesel;Manual;40;3546;52253;7038;High
30548;i8;2021;South America;Silver;Petrol;Automatic;25;164297;115855;1941;Low
30549;i8;2022;Africa;Red;Electric;Automatic;33;197573;110755;1035;Low
30550;i8;2012;Europe;White;Hybrid;Automatic;15;81140;83153;3684;Low
30551;i3;2016;South America;Black;Electric;Automatic;33;185336;59585;6436;Low
30552;X1;2015;Africa;Blue;Diesel;Manual;15;192647;57074;6258;Low
30553;i3;2019;Middle East;White;Hybrid;Manual;47;158970;111328;6050;Low
30554;M3;2016;Middle East;White;Petrol;Manual;33;78891;90746;5148;Low
30555;X5;2016;South America;Grey;Petrol;Manual;19;148797;102228;6406;Low
30556;M3;2019;Europe;Silver;Petrol;Manual;27;4203;71872;2859;Low
30557;5 Series;2014;Europe;Red;Petrol;Manual;17;67922;75793;5618;Low
30558;M5;2018;North America;Grey;Petrol;Manual;34;185426;63747;1462;Low
30559;7 Series;2016;Africa;Silver;Petrol;Automatic;19;158485;101737;3065;Low
30560;M3;2016;Europe;Blue;Petrol;Automatic;32;39323;74752;7402;High
30561;i8;2021;Europe;Grey;Petrol;Manual;26;195232;78723;8923;High
30562;5 Series;2023;Africa;Grey;Petrol;Manual;42;124165;63115;6788;Low
30563;M3;2012;Asia;Black;Electric;Automatic;32;180107;103343;8901;High
30564;X3;2010;Africa;Black;Electric;Manual;45;193632;37214;2743;Low
30565;X1;2023;North America;Silver;Hybrid;Automatic;48;54065;54805;6656;Low
30566;X3;2023;Asia;Red;Petrol;Manual;49;115576;37160;7587;High
30567;3 Series;2014;Middle East;Silver;Diesel;Automatic;24;121825;41896;2515;Low
30568;X6;2017;Asia;Grey;Electric;Automatic;42;163900;112373;4309;Low
30569;M5;2014;North America;White;Hybrid;Automatic;30;170059;116613;5357;Low
30570;i8;2019;South America;White;Diesel;Automatic;30;28324;58728;1137;Low
30571;3 Series;2012;North America;White;Electric;Automatic;45;195955;45335;7434;High
30572;M5;2018;Asia;Red;Petrol;Automatic;20;105699;79411;2038;Low
30573;M5;2011;North America;White;Petrol;Manual;32;113529;63516;6283;Low
30574;i3;2024;Middle East;Red;Electric;Manual;36;8035;70663;7832;High
30575;7 Series;2012;Europe;Red;Petrol;Automatic;17;83174;43065;6158;Low
30576;X6;2021;Africa;Silver;Electric;Automatic;45;110140;91033;7398;High
30577;X3;2013;Europe;Black;Diesel;Automatic;26;81755;118257;9782;High
30578;X1;2019;South America;Red;Electric;Automatic;38;174578;48639;5843;Low
30579;X3;2010;Asia;White;Hybrid;Manual;47;335;98854;7863;High
30580;i3;2020;North America;Black;Electric;Automatic;40;137653;100390;8019;High
30581;M3;2013;Europe;White;Hybrid;Manual;46;134210;48137;5521;Low
30582;X1;2013;South America;Black;Diesel;Manual;17;2517;85869;6905;Low
30583;X3;2018;Europe;Red;Electric;Automatic;32;158777;71094;8425;High
30584;i8;2017;South America;Black;Diesel;Manual;35;65328;106545;5759;Low
30585;i8;2011;Africa;Red;Hybrid;Manual;39;46675;43275;5566;Low
30586;X1;2022;Asia;Red;Petrol;Automatic;19;10435;60105;1137;Low
30587;X6;2016;Middle East;Grey;Diesel;Automatic;38;29020;38269;9019;High
30588;5 Series;2015;Europe;Silver;Hybrid;Manual;20;191516;56311;8128;High
30589;X1;2016;Europe;Blue;Hybrid;Automatic;17;180365;99002;6430;Low
30590;M3;2020;Asia;White;Diesel;Automatic;31;134528;91856;9143;High
30591;X1;2013;Africa;Blue;Petrol;Automatic;36;195792;85884;9110;High
30592;5 Series;2023;Europe;Blue;Diesel;Manual;49;9486;110486;5941;Low
30593;X6;2023;Africa;White;Diesel;Automatic;39;77912;37986;1158;Low
30594;M5;2014;Europe;Red;Petrol;Manual;36;66828;35101;9922;High
30595;i3;2015;Europe;Grey;Hybrid;Automatic;23;70167;35701;9462;High
30596;M5;2018;Asia;Blue;Hybrid;Manual;20;76170;97508;7568;High
30597;M5;2011;North America;Black;Petrol;Manual;36;95716;44738;8767;High
30598;X5;2020;Asia;Silver;Diesel;Automatic;23;46781;46987;4784;Low
30599;3 Series;2018;Africa;Red;Diesel;Automatic;40;38936;79943;2274;Low
30600;3 Series;2019;Middle East;Blue;Petrol;Automatic;19;160872;40903;1822;Low
30601;X3;2010;South America;Red;Petrol;Manual;27;5535;54994;1347;Low
30602;7 Series;2013;Africa;White;Petrol;Manual;42;5184;66614;3482;Low
30603;M5;2021;Africa;Red;Petrol;Automatic;44;31400;86264;6204;Low
30604;M3;2014;Asia;Silver;Electric;Manual;27;145866;105264;6945;Low
30605;M5;2018;South America;Black;Diesel;Manual;22;103445;92194;1238;Low
30606;i8;2024;Middle East;Red;Petrol;Manual;49;138880;83701;6858;Low
30607;5 Series;2015;Europe;Silver;Petrol;Automatic;42;95247;72729;2200;Low
30608;X5;2013;Europe;White;Electric;Manual;43;10127;101195;6723;Low
30609;i8;2011;South America;Red;Petrol;Manual;23;114020;86935;9796;High
30610;5 Series;2014;Asia;Grey;Electric;Manual;30;53475;102700;7369;High
30611;5 Series;2017;Asia;Grey;Electric;Manual;17;175709;55458;6153;Low
30612;5 Series;2017;North America;Black;Diesel;Manual;19;71420;51730;4775;Low
30613;i8;2015;Europe;White;Electric;Manual;23;19195;68362;1376;Low
30614;X3;2020;South America;Blue;Diesel;Automatic;26;186882;33640;2580;Low
30615;i8;2010;North America;Silver;Electric;Automatic;50;4322;90922;295;Low
30616;i8;2024;Middle East;White;Hybrid;Automatic;30;173491;89953;9602;High
30617;M5;2017;Africa;White;Hybrid;Manual;39;78110;49465;2612;Low
30618;M5;2013;Asia;Red;Diesel;Manual;47;101922;46527;7259;High
30619;i3;2024;Middle East;Black;Diesel;Automatic;24;183729;64119;1859;Low
30620;X1;2023;Asia;Black;Petrol;Manual;20;132464;92779;9764;High
30621;X6;2011;Europe;White;Electric;Manual;24;100317;60634;1314;Low
30622;X3;2010;Africa;Blue;Hybrid;Manual;46;143320;103414;8924;High
30623;X6;2016;North America;Silver;Diesel;Automatic;38;38422;74620;6421;Low
30624;X6;2011;Africa;Grey;Electric;Automatic;31;112359;55146;7618;High
30625;3 Series;2022;Asia;Red;Petrol;Automatic;44;64;107867;3897;Low
30626;M3;2013;Europe;Silver;Electric;Automatic;23;6864;48991;7088;High
30627;X5;2013;North America;White;Diesel;Manual;23;36725;34334;8346;High
30628;M5;2022;Africa;Grey;Petrol;Manual;35;72697;112634;853;Low
30629;7 Series;2019;Middle East;Blue;Hybrid;Manual;43;46568;58980;422;Low
30630;i8;2024;North America;Grey;Electric;Automatic;24;61162;95092;3193;Low
30631;i3;2010;Europe;Silver;Petrol;Automatic;22;35948;99788;2107;Low
30632;3 Series;2011;South America;Grey;Petrol;Automatic;32;54074;114310;8460;High
30633;X3;2010;Europe;Red;Petrol;Manual;20;4350;64099;1944;Low
30634;X6;2015;Africa;Grey;Electric;Automatic;41;104866;65876;9073;High
30635;i3;2022;Africa;Blue;Hybrid;Automatic;35;84030;113412;2540;Low
30636;i8;2012;Asia;Grey;Hybrid;Manual;33;88721;30225;8227;High
30637;M5;2010;South America;Grey;Diesel;Manual;46;63497;82513;2392;Low
30638;7 Series;2021;Middle East;Silver;Electric;Automatic;41;181294;90976;9882;High
30639;X5;2017;Africa;Silver;Diesel;Automatic;20;196730;55612;6447;Low
30640;X1;2023;South America;Black;Petrol;Manual;30;106874;111599;8989;High
30641;i8;2021;Middle East;Red;Electric;Automatic;26;176160;78516;9537;High
30642;M3;2023;Europe;Red;Electric;Manual;43;189445;76324;7690;High
30643;X1;2013;South America;White;Hybrid;Manual;40;25108;105472;3366;Low
30644;3 Series;2019;Middle East;Silver;Electric;Automatic;32;100142;65792;2242;Low
30645;7 Series;2016;Asia;White;Electric;Manual;44;36253;102941;1026;Low
30646;X6;2019;Africa;Grey;Petrol;Automatic;29;188156;31615;3475;Low
30647;3 Series;2011;South America;Blue;Diesel;Automatic;43;77766;114697;7018;High
30648;X3;2024;Middle East;White;Petrol;Manual;16;33300;59642;5259;Low
30649;3 Series;2015;Africa;Red;Petrol;Manual;20;59365;118215;4695;Low
30650;i3;2015;North America;Blue;Petrol;Automatic;41;84590;72481;791;Low
30651;X6;2016;South America;Red;Electric;Manual;19;150897;98702;1145;Low
30652;M5;2021;South America;Grey;Diesel;Automatic;39;121004;70709;3787;Low
30653;5 Series;2010;South America;Grey;Hybrid;Automatic;40;100960;81361;8113;High
30654;3 Series;2023;Europe;Silver;Electric;Manual;38;159093;31968;8752;High
30655;M3;2021;Middle East;Grey;Hybrid;Manual;44;117681;47701;1870;Low
30656;7 Series;2010;South America;Black;Petrol;Manual;33;144770;78228;1510;Low
30657;X1;2024;Middle East;Black;Electric;Manual;46;115787;109349;2918;Low
30658;X3;2011;North America;Blue;Hybrid;Manual;35;51159;84992;7725;High
30659;i8;2023;South America;Black;Petrol;Manual;33;127558;47439;2037;Low
30660;i3;2020;Europe;White;Petrol;Automatic;33;113735;98335;1023;Low
30661;5 Series;2011;South America;White;Diesel;Automatic;47;118062;57760;4942;Low
30662;5 Series;2014;Africa;Red;Diesel;Manual;24;90293;81262;6719;Low
30663;X3;2010;Middle East;Blue;Petrol;Automatic;39;37154;101317;2135;Low
30664;X1;2020;South America;Silver;Electric;Manual;23;126526;43770;8325;High
30665;7 Series;2011;Asia;Black;Hybrid;Automatic;18;92419;78508;7247;High
30666;X6;2015;Europe;Grey;Petrol;Manual;48;78625;32924;445;Low
30667;X6;2012;North America;Silver;Electric;Automatic;20;20262;39851;4162;Low
30668;X3;2013;Middle East;Black;Electric;Automatic;39;156373;55634;9759;High
30669;i8;2010;Africa;Black;Electric;Automatic;30;102176;71917;3899;Low
30670;i8;2014;North America;Blue;Diesel;Manual;44;133322;49702;7801;High
30671;3 Series;2013;Middle East;Silver;Petrol;Automatic;42;69225;106315;5512;Low
30672;X3;2017;Africa;Red;Petrol;Automatic;20;110734;45675;650;Low
30673;5 Series;2012;Asia;Blue;Hybrid;Manual;31;74843;83414;595;Low
30674;M3;2019;Middle East;Red;Petrol;Manual;16;83229;66575;5530;Low
30675;X3;2010;North America;White;Hybrid;Manual;30;53225;63396;3518;Low
30676;X6;2023;Middle East;Red;Petrol;Automatic;40;149872;102377;1044;Low
30677;M5;2022;Europe;Black;Hybrid;Manual;23;157995;118962;3310;Low
30678;3 Series;2019;Africa;Silver;Electric;Automatic;43;112918;92871;2727;Low
30679;5 Series;2014;South America;White;Hybrid;Automatic;17;165187;30646;7330;High
30680;5 Series;2023;North America;Silver;Electric;Manual;16;46541;71540;418;Low
30681;X5;2024;Europe;Black;Petrol;Manual;16;48850;89954;5542;Low
30682;7 Series;2010;Middle East;White;Hybrid;Manual;25;190935;72873;1884;Low
30683;X1;2020;Africa;Silver;Petrol;Automatic;31;197036;45892;9871;High
30684;X1;2014;South America;Silver;Diesel;Manual;19;166903;48960;5516;Low
30685;i3;2018;South America;Red;Electric;Manual;50;165091;117863;7046;High
30686;i8;2014;Middle East;Black;Hybrid;Automatic;50;158406;37261;6614;Low
30687;i3;2011;Middle East;Grey;Petrol;Automatic;33;195835;65269;1009;Low
30688;X6;2022;South America;Grey;Diesel;Manual;35;167697;33827;7109;High
30689;7 Series;2024;North America;White;Electric;Manual;47;5680;103306;9360;High
30690;X6;2011;Middle East;Black;Electric;Manual;42;160782;102857;9826;High
30691;7 Series;2019;Asia;Blue;Electric;Manual;21;2734;89136;8932;High
30692;i3;2018;Middle East;Blue;Diesel;Manual;43;194288;66080;4003;Low
30693;3 Series;2021;Africa;Blue;Hybrid;Manual;23;74361;98039;2132;Low
30694;M5;2023;Africa;Blue;Diesel;Automatic;30;186500;113930;6013;Low
30695;X5;2014;Asia;Grey;Petrol;Automatic;34;41576;71205;5011;Low
30696;X5;2020;Africa;Silver;Diesel;Automatic;40;69053;36979;3374;Low
30697;X6;2017;Europe;White;Electric;Manual;20;47750;110290;1636;Low
30698;5 Series;2019;Asia;White;Hybrid;Manual;18;112969;74912;9435;High
30699;M5;2013;North America;Silver;Hybrid;Manual;45;184000;81080;7360;High
30700;M3;2011;Middle East;Black;Petrol;Manual;44;181853;104322;3643;Low
30701;7 Series;2013;Asia;Blue;Diesel;Manual;33;24553;115158;6158;Low
30702;3 Series;2021;Europe;Blue;Diesel;Manual;38;20306;91244;847;Low
30703;i8;2020;Africa;Red;Hybrid;Automatic;40;133536;39959;9567;High
30704;X1;2013;South America;Grey;Diesel;Automatic;32;149985;54026;3552;Low
30705;X5;2020;Europe;Grey;Hybrid;Automatic;24;81487;50964;1159;Low
30706;X1;2018;Asia;Blue;Hybrid;Manual;32;94625;117388;2020;Low
30707;7 Series;2019;Asia;Blue;Petrol;Automatic;48;163229;36303;7628;High
30708;X3;2020;North America;Grey;Hybrid;Automatic;44;114839;52957;7489;High
30709;i8;2015;South America;Silver;Diesel;Automatic;31;182239;109241;4378;Low
30710;X6;2024;Middle East;Blue;Hybrid;Manual;23;13839;109634;2835;Low
30711;3 Series;2019;North America;Black;Hybrid;Automatic;46;192338;81636;7376;High
30712;i8;2024;North America;Grey;Diesel;Manual;37;158695;104385;8230;High
30713;X6;2015;South America;Blue;Diesel;Manual;29;160569;45549;3506;Low
30714;M3;2014;Africa;Black;Diesel;Automatic;19;164208;99373;709;Low
30715;X5;2015;North America;Red;Electric;Manual;41;13314;62601;5426;Low
30716;i3;2010;Asia;White;Electric;Automatic;26;62416;36685;6125;Low
30717;5 Series;2022;Africa;White;Diesel;Automatic;36;17694;102598;1462;Low
30718;M3;2014;Europe;Red;Hybrid;Automatic;35;5890;30181;7424;High
30719;X3;2021;Africa;White;Diesel;Automatic;39;104587;58680;8028;High
30720;X6;2015;South America;Blue;Electric;Manual;34;83109;77818;8377;High
30721;5 Series;2017;South America;Silver;Hybrid;Manual;37;186541;105210;456;Low
30722;X3;2013;Middle East;White;Hybrid;Automatic;18;67421;97559;8755;High
30723;X5;2023;Asia;Grey;Electric;Manual;38;32069;43919;8209;High
30724;X5;2014;Africa;Red;Electric;Manual;22;158540;90968;4230;Low
30725;M3;2013;Africa;Black;Petrol;Automatic;29;67873;78399;9260;High
30726;i3;2016;Europe;Blue;Hybrid;Automatic;33;55125;117790;957;Low
30727;3 Series;2019;Europe;Silver;Diesel;Automatic;39;81696;94715;2636;Low
30728;i3;2015;Africa;Silver;Hybrid;Automatic;41;168986;107321;9870;High
30729;M3;2023;South America;White;Petrol;Manual;40;45451;55797;292;Low
30730;X5;2013;North America;White;Diesel;Manual;18;168303;51734;2633;Low
30731;7 Series;2015;Africa;Grey;Hybrid;Manual;29;52753;95449;1449;Low
30732;3 Series;2022;Europe;Red;Hybrid;Automatic;25;113833;65658;7260;High
30733;i8;2013;Africa;Blue;Electric;Automatic;29;126808;49969;3939;Low
30734;i8;2021;South America;Red;Petrol;Automatic;38;175389;43822;2156;Low
30735;X1;2017;Middle East;Silver;Petrol;Automatic;22;96292;85058;8721;High
30736;X3;2020;Europe;Red;Petrol;Manual;33;92457;103113;4502;Low
30737;X6;2024;Asia;White;Diesel;Manual;46;23311;52329;2355;Low
30738;3 Series;2024;North America;Silver;Diesel;Manual;41;184346;95725;1467;Low
30739;M5;2012;Africa;Grey;Diesel;Automatic;40;147294;67868;3599;Low
30740;X1;2017;South America;Silver;Electric;Manual;45;51305;33713;6998;Low
30741;i3;2022;North America;Blue;Hybrid;Automatic;29;160255;67137;5314;Low
30742;7 Series;2011;Europe;Red;Hybrid;Manual;42;141901;82893;5382;Low
30743;7 Series;2015;Africa;Blue;Petrol;Automatic;17;154;47172;8175;High
30744;M5;2017;South America;Silver;Hybrid;Manual;17;190480;116519;2298;Low
30745;X5;2010;Middle East;Red;Hybrid;Automatic;27;117882;44746;2053;Low
30746;M3;2015;North America;Grey;Diesel;Manual;22;8965;47473;4330;Low
30747;i8;2018;North America;Black;Diesel;Manual;33;69714;89637;3642;Low
30748;i3;2024;North America;Blue;Diesel;Manual;21;89207;68267;5709;Low
30749;X3;2022;South America;Red;Electric;Automatic;49;168108;89676;2083;Low
30750;X3;2019;Africa;Grey;Electric;Automatic;45;177919;83230;8373;High
30751;5 Series;2019;North America;Silver;Diesel;Automatic;49;41758;35534;6760;Low
30752;i8;2011;Africa;Grey;Electric;Automatic;43;177404;43999;6673;Low
30753;X3;2020;South America;Blue;Hybrid;Automatic;48;185050;90668;9662;High
30754;M3;2022;South America;Blue;Petrol;Automatic;28;42982;109697;3082;Low
